,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration,sample_duration_code,sample_duration_type,pollutant_standard,year,quarter,units_of_measure,event_type,observation_count,observation_percent,arithmetic_mean,minimum_value,maximum_value,quarterly_criteria_met,actual_days_gt_std,estimated_days_gt_std,valid_samples,valid_day_count,scheduled_samples,percent_days,percent_one_value,monitoring_agency_code,monitoring_agency,local_site_name,address,state,county,city,tribal_code,tribal_land,cbsa_code,cbsa,date_of_last_change,yr_quarter
61,36,005,0133,42101,1,40.8679,-73.87809,WGS84,Carbon monoxide,1 HOUR,1,O,CO 1-hour 1971,2019,2,Parts per million,No Events,2168,99.0,0.2398,0.186,1.19,Y,0,,91.0,91.0,2184.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PFIZER LAB SITE,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,,,35620,"New York-Newark-Jersey City, NY-NJ-PA",2021-11-02,2019_q2
62,36,005,0133,42101,1,40.8679,-73.87809,WGS84,Carbon monoxide,1 HOUR,1,O,CO 1-hour 1971,2019,3,Parts per million,No Events,2167,98.0,0.2626,0.179,1.12,Y,0,,92.0,92.0,2208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PFIZER LAB SITE,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,,,35620,"New York-Newark-Jersey City, NY-NJ-PA",2021-11-02,2019_q3
63,36,005,0133,42101,1,40.8679,-73.87809,WGS84,Carbon monoxide,1 HOUR,1,O,CO 1-hour 1971,2019,4,Parts per million,No Events,2168,98.0,0.2899,0.185,1.944,Y,0,,92.0,92.0,2208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PFIZER LAB SITE,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,,,35620,"New York-Newark-Jersey City, NY-NJ-PA",2021-11-02,2019_q4
64,36,005,0133,42101,1,40.8679,-73.87809,WGS84,Carbon monoxide,1 HOUR,1,O,CO 1-hour 1971,2020,1,Parts per million,No Events,2156,99.0,0.2775,0.166,1.593,Y,0,,91.0,91.0,2184.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PFIZER LAB SITE,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,,,35620,"New York-Newark-Jersey City, NY-NJ-PA",2021-10-31,2020_q1
65,36,005,0133,42101,1,40.8679,-73.87809,WGS84,Carbon monoxide,1 HOUR,1,O,CO 1-hour 1971,2020,2,Parts per million,No Events,2142,98.0,0.1696,0.106,0.647,Y,0,,91.0,91.0,2184.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PFIZER LAB SITE,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,,,35620,"New York-Newark-Jersey City, NY-NJ-PA",2021-10-31,2020_q2
66,36,005,0133,42101,1,40.8679,-73.87809,WGS84,Carbon monoxide,1 HOUR,1,O,CO 1-hour 1971,2020,3,Parts per million,No Events,2122,96.0,0.2167,0.135,1.124,Y,0,,92.0,92.0,2208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PFIZER LAB SITE,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,,,35620,"New York-Newark-Jersey City, NY-NJ-PA",2021-10-31,2020_q3
67,36,005,0133,42101,1,40.8679,-73.87809,WGS84,Carbon monoxide,1 HOUR,1,O,CO 1-hour 1971,2020,4,Parts per million,No Events,1878,85.0,0.2974,0.169,2.08,Y,0,,82.0,82.0,2208.0,89.1,89.0,0768,New York State Department Of Environmental Conservation,PFIZER LAB SITE,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,,,35620,"New York-Newark-Jersey City, NY-NJ-PA",2021-10-31,2020_q4
68,36,005,0133,42101,1,40.8679,-73.87809,WGS84,Carbon monoxide,1 HOUR,1,O,CO 1-hour 1971,2021,1,Parts per million,No Events,2103,97.0,0.2664,0.186,1.32,Y,0,,90.0,90.0,2160.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PFIZER LAB SITE,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,,,35620,"New York-Newark-Jersey City, NY-NJ-PA",2021-10-30,2021_q1
69,36,005,0133,42101,1,40.8679,-73.87809,WGS84,Carbon monoxide,1 HOUR,1,O,CO 1-hour 1971,2021,2,Parts per million,No Events,2150,98.0,0.2113,0.145,1.225,Y,0,,91.0,91.0,2184.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PFIZER LAB SITE,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,,,35620,"New York-Newark-Jersey City, NY-NJ-PA",2021-10-30,2021_q2
70,36,005,0133,42101,1,40.8679,-73.87809,WGS84,Carbon monoxide,1 HOUR,1,O,CO 1-hour 1971,2021,3,Parts per million,No Events,2170,98.0,0.2523,0.149,0.904,Y,0,,92.0,92.0,2208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PFIZER LAB SITE,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,,,35620,"New York-Newark-Jersey City, NY-NJ-PA",2021-11-04,2021_q3
71,36,005,0133,42101,1,40.8679,-73.87809,WGS84,Carbon monoxide,1 HOUR,1,O,CO 1-hour 1971,2021,4,Parts per million,No Events,725,33.0,0.2548,0.186,0.818,Y,0,,31.0,31.0,2208.0,33.7,34.0,0768,New York State Department Of Environmental Conservation,PFIZER LAB SITE,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,,,35620,"New York-Newark-Jersey City, NY-NJ-PA",2021-12-01,2021_q4
