,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration,sample_duration_code,sample_duration_type,pollutant_standard,year,quarter,units_of_measure,event_type,observation_count,observation_percent,arithmetic_mean,minimum_value,maximum_value,quarterly_criteria_met,actual_days_gt_std,estimated_days_gt_std,valid_samples,valid_day_count,scheduled_samples,percent_days,percent_one_value,monitoring_agency_code,monitoring_agency,local_site_name,address,state,county,city,tribal_code,tribal_land,cbsa_code,cbsa,date_of_last_change
0,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2019,1,Parts per billion,No Events,2120,98.0,0.2934,0.1,4.8,Y,0.0,,90.0,90.0,2160.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
1,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2019,2,Parts per billion,No Events,2076,95.0,0.0853,0.0,3.2,Y,0.0,,86.0,86.0,2184.0,94.5,99.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
2,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2019,3,Parts per billion,No Events,2173,98.0,0.0782,0.0,3.4,Y,0.0,,92.0,92.0,2208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
3,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2019,4,Parts per billion,No Events,2168,98.0,0.2155,0.0,3.7,Y,0.0,,92.0,92.0,2208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
4,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2019,1,Parts per billion,No Events,90,100.0,0.2956,0.1,0.7,Y,0.0,,90.0,90.0,90.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
5,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2019,2,Parts per billion,No Events,86,95.0,0.0802,-0.1,0.4,Y,0.0,,86.0,86.0,91.0,94.5,95.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
6,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2019,3,Parts per billion,No Events,92,100.0,0.0793,0.0,0.5,Y,0.0,,92.0,92.0,92.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
7,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2019,4,Parts per billion,No Events,92,100.0,0.213,0.0,1.0,Y,0.0,,92.0,92.0,92.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
8,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2019,1,Parts per billion,No Events,700,97.0,0.2736,0.1,2.5,Y,,,90.0,90.0,720.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
9,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2019,2,Parts per billion,No Events,682,94.0,0.0717,0.0,1.6,Y,,,86.0,86.0,728.0,94.5,99.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
10,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2019,3,Parts per billion,No Events,717,97.0,0.0594,0.0,1.5,Y,,,92.0,92.0,736.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
11,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2019,4,Parts per billion,No Events,714,97.0,0.1969,0.0,3.2,Y,,,92.0,92.0,736.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
12,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2019,1,Parts per billion,No Events,2120,98.0,0.2934,0.1,4.8,Y,,,90.0,90.0,2160.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
13,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2019,2,Parts per billion,No Events,2076,95.0,0.0853,0.0,3.2,Y,,,86.0,86.0,2184.0,94.5,99.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
14,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2019,3,Parts per billion,No Events,2173,98.0,0.0782,0.0,3.4,Y,,,92.0,92.0,2208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
15,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2019,4,Parts per billion,No Events,2168,98.0,0.2155,0.0,3.7,Y,,,92.0,92.0,2208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
16,36,001,0012,42401,5,42.68075,-73.75733,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2019,1,Parts per billion,No Events,25535,99.0,0.2924,0.1,14.4,Y,,,90.0,90.0,25920.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
17,36,001,0012,42401,5,42.68075,-73.75733,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2019,2,Parts per billion,No Events,24996,95.0,0.0857,0.0,5.8,Y,,,86.0,86.0,26208.0,94.5,99.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
18,36,001,0012,42401,5,42.68075,-73.75733,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2019,3,Parts per billion,No Events,26128,99.0,0.0808,0.0,9.8,Y,,,92.0,92.0,26496.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
19,36,001,0012,42401,5,42.68075,-73.75733,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2019,4,Parts per billion,No Events,26081,98.0,0.2162,0.1,7.1,Y,,,92.0,92.0,26496.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-02
20,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2020,1,Parts per billion,No Events,2152,99.0,0.2816,0.2,1.9,Y,0.0,,91.0,91.0,2184.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
21,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2020,2,Parts per billion,No Events,2152,99.0,0.1991,0.0,6.2,Y,0.0,,91.0,91.0,2184.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
22,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2020,3,Parts per billion,No Events,2187,99.0,0.0819,0.0,1.2,Y,0.0,,92.0,92.0,2208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
23,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2020,4,Parts per billion,No Events,2150,97.0,0.2369,0.0,2.3,Y,0.0,,91.0,91.0,2208.0,98.9,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
24,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2020,1,Parts per billion,No Events,91,100.0,0.2813,0.1,0.6,Y,0.0,,91.0,91.0,91.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
25,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2020,2,Parts per billion,No Events,91,100.0,0.1956,-0.1,0.6,Y,0.0,,91.0,91.0,91.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
26,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2020,3,Parts per billion,No Events,92,100.0,0.0783,-0.1,0.4,Y,0.0,,92.0,92.0,92.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
27,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2020,4,Parts per billion,No Events,91,99.0,0.2363,-0.1,0.8,Y,0.0,,91.0,91.0,92.0,98.9,99.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
28,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2020,1,Parts per billion,No Events,712,98.0,0.2636,0.1,1.1,Y,,,91.0,91.0,728.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
29,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2020,2,Parts per billion,No Events,711,98.0,0.1855,0.0,2.4,Y,,,91.0,91.0,728.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
30,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2020,3,Parts per billion,No Events,722,98.0,0.0662,0.0,0.6,Y,,,92.0,92.0,736.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
31,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2020,4,Parts per billion,No Events,703,96.0,0.2171,0.0,1.3,Y,,,91.0,91.0,736.0,98.9,99.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
32,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2020,1,Parts per billion,No Events,2152,99.0,0.2816,0.2,1.9,Y,,,91.0,91.0,2184.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
33,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2020,2,Parts per billion,No Events,2152,99.0,0.1991,0.0,6.2,Y,,,91.0,91.0,2184.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
34,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2020,3,Parts per billion,No Events,2187,99.0,0.0819,0.0,1.2,Y,,,92.0,92.0,2208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
35,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2020,4,Parts per billion,No Events,2150,97.0,0.2369,0.0,2.3,Y,,,91.0,91.0,2208.0,98.9,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
36,36,001,0012,42401,5,42.68075,-73.75733,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2020,1,Parts per billion,No Events,25883,99.0,0.2827,0.2,4.7,Y,,,91.0,91.0,26208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
37,36,001,0012,42401,5,42.68075,-73.75733,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2020,2,Parts per billion,No Events,25863,99.0,0.1982,0.0,19.3,Y,,,91.0,91.0,26208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
38,36,001,0012,42401,5,42.68075,-73.75733,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2020,3,Parts per billion,No Events,26307,99.0,0.0829,0.0,5.0,Y,,,92.0,92.0,26496.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
39,36,001,0012,42401,5,42.68075,-73.75733,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2020,4,Parts per billion,No Events,25843,98.0,0.2371,0.0,3.9,Y,,,91.0,91.0,26496.0,98.9,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-31
40,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2021,1,Parts per billion,No Events,2131,99.0,0.3311,0.1,1.8,Y,0.0,,90.0,90.0,2160.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-30
41,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2021,2,Parts per billion,No Events,2160,99.0,0.1374,0.0,1.8,Y,0.0,,91.0,91.0,2184.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-30
42,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2021,3,Parts per billion,No Events,2180,99.0,0.0684,0.0,1.8,Y,0.0,,92.0,92.0,2208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-04
43,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2021,4,Parts per billion,No Events,739,33.0,0.1939,0.1,1.2,N,0.0,,31.0,31.0,2208.0,33.7,34.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-12-01
44,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2021,1,Parts per billion,No Events,90,100.0,0.3344,0.0,0.7,Y,0.0,,90.0,90.0,90.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-30
45,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2021,2,Parts per billion,No Events,91,100.0,0.1429,0.0,0.4,Y,0.0,,91.0,91.0,91.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-30
46,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2021,3,Parts per billion,No Events,92,100.0,0.063,0.0,0.4,Y,0.0,,92.0,92.0,92.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-04
47,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2021,4,Parts per billion,No Events,31,34.0,0.1871,0.0,0.6,N,0.0,,31.0,31.0,92.0,33.7,34.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-12-01
48,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2021,1,Parts per billion,No Events,700,97.0,0.312,0.0,1.2,Y,,,90.0,90.0,720.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-30
49,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2021,2,Parts per billion,No Events,714,98.0,0.1207,0.0,0.8,Y,,,91.0,91.0,728.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-30
50,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2021,3,Parts per billion,No Events,716,97.0,0.0528,0.0,1.2,Y,,,91.0,91.0,736.0,98.9,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-04
51,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2021,4,Parts per billion,No Events,244,33.0,0.1697,0.0,0.9,N,,,31.0,31.0,736.0,33.7,34.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-12-01
52,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2021,1,Parts per billion,No Events,2131,99.0,0.3311,0.1,1.8,Y,,,90.0,90.0,2160.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-30
53,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2021,2,Parts per billion,No Events,2160,99.0,0.1374,0.0,1.8,Y,,,91.0,91.0,2184.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-30
54,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2021,3,Parts per billion,No Events,2180,99.0,0.0684,0.0,1.8,Y,,,92.0,92.0,2208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-04
55,36,001,0012,42401,1,42.68075,-73.75733,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2021,4,Parts per billion,No Events,739,33.0,0.1939,0.1,1.2,N,,,31.0,31.0,2208.0,33.7,34.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-12-01
56,36,001,0012,42401,5,42.68075,-73.75733,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2021,1,Parts per billion,No Events,25345,98.0,0.3312,0.2,4.1,Y,,,89.0,89.0,25920.0,98.9,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-30
57,36,001,0012,42401,5,42.68075,-73.75733,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2021,2,Parts per billion,No Events,25699,98.0,0.1392,0.1,4.6,Y,,,90.0,90.0,26208.0,98.9,99.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-10-30
58,36,001,0012,42401,5,42.68075,-73.75733,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2021,3,Parts per billion,No Events,26232,99.0,0.0701,0.0,6.9,Y,,,92.0,92.0,26496.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-11-04
59,36,001,0012,42401,5,42.68075,-73.75733,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2021,4,Parts per billion,No Events,8877,34.0,0.1941,0.1,2.5,N,,,31.0,31.0,26496.0,33.7,34.0,0768,New York State Department Of Environmental Conservation,LOUDONVILLE,LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,New York,Albany,Albany,,,10580,"Albany-Schenectady-Troy, NY",2021-12-01
