,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration,sample_duration_code,sample_duration_type,pollutant_standard,year,quarter,units_of_measure,event_type,observation_count,observation_percent,arithmetic_mean,minimum_value,maximum_value,quarterly_criteria_met,actual_days_gt_std,estimated_days_gt_std,valid_samples,valid_day_count,scheduled_samples,percent_days,percent_one_value,monitoring_agency_code,monitoring_agency,local_site_name,address,state,county,city,tribal_code,tribal_land,cbsa_code,cbsa,date_of_last_change
594,36,031,0003,42401,5,44.39308,-73.8589,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2021,3,Parts per billion,No Events,23232,88.0,0.047,0.0,1.4,Y,,,80.0,80.0,26496.0,87.0,90.0,0768,New York State Department Of Environmental Conservation,WHITEFACE BASE,"Wilmington, BASE WHITEFACE MTN, ASRC, SUNY",New York,Essex,,,,,,2021-11-04
595,36,031,0003,42401,5,44.39308,-73.8589,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2021,4,Parts per billion,No Events,8760,33.0,0.1382,0.1,0.7,N,,,31.0,31.0,26496.0,33.7,34.0,0768,New York State Department Of Environmental Conservation,WHITEFACE BASE,"Wilmington, BASE WHITEFACE MTN, ASRC, SUNY",New York,Essex,,,,,,2021-12-01
596,36,033,0004,42401,1,44.43426,-74.24593,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2019,1,Parts per billion,No Events,2123,98.0,0.2141,0.1,1.2,Y,0.0,,90.0,90.0,2160.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
597,36,033,0004,42401,1,44.43426,-74.24593,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2019,2,Parts per billion,No Events,2143,98.0,0.1311,0.0,1.4,Y,0.0,,90.0,90.0,2184.0,98.9,100.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
598,36,033,0004,42401,1,44.43426,-74.24593,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2019,3,Parts per billion,No Events,2172,98.0,0.2368,-0.3,0.8,Y,0.0,,92.0,92.0,2208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
599,36,033,0004,42401,1,44.43426,-74.24593,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2019,4,Parts per billion,No Events,2025,92.0,0.1069,0.0,1.1,Y,0.0,,84.0,84.0,2208.0,91.3,97.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
600,36,033,0004,42401,1,44.43426,-74.24593,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2019,1,Parts per billion,No Events,90,100.0,0.2156,-0.1,0.7,Y,0.0,,90.0,90.0,90.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
601,36,033,0004,42401,1,44.43426,-74.24593,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2019,2,Parts per billion,No Events,90,99.0,0.1322,-0.1,0.7,Y,0.0,,90.0,90.0,91.0,98.9,99.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
602,36,033,0004,42401,1,44.43426,-74.24593,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2019,3,Parts per billion,No Events,92,100.0,0.2402,-0.4,0.5,Y,0.0,,92.0,92.0,92.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
603,36,033,0004,42401,1,44.43426,-74.24593,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2019,4,Parts per billion,No Events,84,91.0,0.1119,0.0,0.4,Y,0.0,,84.0,84.0,92.0,91.3,91.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
604,36,033,0004,42401,1,44.43426,-74.24593,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2019,1,Parts per billion,No Events,694,96.0,0.1856,0.0,0.9,Y,,,89.0,89.0,720.0,98.9,100.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
605,36,033,0004,42401,1,44.43426,-74.24593,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2019,2,Parts per billion,No Events,704,97.0,0.1143,0.0,1.2,Y,,,90.0,90.0,728.0,98.9,100.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
606,36,033,0004,42401,1,44.43426,-74.24593,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2019,3,Parts per billion,No Events,712,97.0,0.2105,-0.3,0.7,Y,,,92.0,92.0,736.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
607,36,033,0004,42401,1,44.43426,-74.24593,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2019,4,Parts per billion,No Events,662,90.0,0.0858,0.0,0.7,Y,,,83.0,83.0,736.0,90.2,97.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
608,36,033,0004,42401,1,44.43426,-74.24593,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2019,1,Parts per billion,No Events,2123,98.0,0.2141,0.1,1.2,Y,,,90.0,90.0,2160.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
609,36,033,0004,42401,1,44.43426,-74.24593,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2019,2,Parts per billion,No Events,2143,98.0,0.1311,0.0,1.4,Y,,,90.0,90.0,2184.0,98.9,100.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
610,36,033,0004,42401,1,44.43426,-74.24593,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2019,3,Parts per billion,No Events,2172,98.0,0.2368,-0.3,0.8,Y,,,92.0,92.0,2208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
611,36,033,0004,42401,1,44.43426,-74.24593,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2019,4,Parts per billion,No Events,2025,92.0,0.1069,0.0,1.1,Y,,,84.0,84.0,2208.0,91.3,97.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
612,36,033,0004,42401,5,44.43426,-74.24593,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2019,1,Parts per billion,No Events,25562,99.0,0.2212,0.3,1.5,Y,,,90.0,90.0,25920.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
613,36,033,0004,42401,5,44.43426,-74.24593,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2019,2,Parts per billion,No Events,25804,98.0,0.1341,0.1,4.8,Y,,,90.0,90.0,26208.0,98.9,100.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
614,36,033,0004,42401,5,44.43426,-74.24593,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2019,3,Parts per billion,No Events,26113,99.0,0.2385,-0.1,1.1,Y,,,92.0,92.0,26496.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
615,36,033,0004,42401,5,44.43426,-74.24593,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2019,4,Parts per billion,No Events,24433,92.0,0.1174,0.2,11.4,Y,,,84.0,84.0,26496.0,91.3,97.0,0768,New York State Department Of Environmental Conservation,PAUL SMITHS,"ROUTE 86&30, PAUL SMITH'S COLLEGE",New York,Franklin,,,,31660,"Malone, NY",2021-11-02
616,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2019,1,Parts per billion,No Events,2094,97.0,0.1156,0.0,0.9,Y,0.0,,87.0,87.0,2160.0,96.7,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
617,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2019,2,Parts per billion,No Events,2143,98.0,-0.0115,-0.1,0.3,Y,0.0,,91.0,91.0,2184.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
618,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2019,3,Parts per billion,No Events,2162,98.0,-0.0049,0.0,0.3,Y,0.0,,91.0,91.0,2208.0,98.9,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
619,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2019,4,Parts per billion,No Events,2094,95.0,0.0926,0.0,1.1,Y,0.0,,88.0,88.0,2208.0,95.7,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
620,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2019,1,Parts per billion,No Events,87,97.0,0.1138,-0.1,0.5,Y,0.0,,87.0,87.0,90.0,96.7,97.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
621,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2019,2,Parts per billion,No Events,91,100.0,-0.0132,-0.1,0.1,Y,0.0,,91.0,91.0,91.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
622,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2019,3,Parts per billion,No Events,91,99.0,-0.0066,-0.1,0.1,Y,0.0,,91.0,91.0,92.0,98.9,99.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
623,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2019,4,Parts per billion,No Events,88,96.0,0.0909,-0.1,0.3,Y,0.0,,88.0,88.0,92.0,95.7,96.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
624,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2019,1,Parts per billion,No Events,686,95.0,0.1054,0.0,0.8,Y,,,87.0,87.0,720.0,96.7,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
625,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2019,2,Parts per billion,No Events,709,97.0,-0.0111,-0.1,0.2,Y,,,91.0,91.0,728.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
626,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2019,3,Parts per billion,No Events,714,97.0,-0.0039,0.0,0.2,Y,,,91.0,91.0,736.0,98.9,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
627,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2019,4,Parts per billion,No Events,682,93.0,0.0865,0.0,0.9,Y,,,87.0,87.0,736.0,94.6,98.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
628,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2019,1,Parts per billion,No Events,2094,97.0,0.1156,0.0,0.9,Y,,,87.0,87.0,2160.0,96.7,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
629,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2019,2,Parts per billion,No Events,2143,98.0,-0.0115,-0.1,0.3,Y,,,91.0,91.0,2184.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
630,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2019,3,Parts per billion,No Events,2162,98.0,-0.0049,0.0,0.3,Y,,,91.0,91.0,2208.0,98.9,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
631,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2019,4,Parts per billion,No Events,2094,95.0,0.0926,0.0,1.1,Y,,,88.0,88.0,2208.0,95.7,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
632,36,041,0005,42401,5,43.44957,-74.51625,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2019,1,Parts per billion,No Events,25188,97.0,0.1168,0.0,1.4,Y,,,87.0,87.0,25920.0,96.7,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
633,36,041,0005,42401,5,43.44957,-74.51625,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2019,2,Parts per billion,No Events,25741,98.0,0.0318,-0.1,93.2,Y,,,91.0,91.0,26208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
634,36,041,0005,42401,5,43.44957,-74.51625,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2019,3,Parts per billion,No Events,25954,98.0,-0.0057,0.0,0.7,Y,,,91.0,91.0,26496.0,98.9,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
635,36,041,0005,42401,5,43.44957,-74.51625,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2019,4,Parts per billion,No Events,25132,95.0,0.0926,0.0,1.2,Y,,,88.0,88.0,26496.0,95.7,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-02
636,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2020,1,Parts per billion,No Events,2084,95.0,0.0202,-0.1,1.1,Y,0.0,,87.0,87.0,2184.0,95.6,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
637,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2020,2,Parts per billion,No Events,2098,96.0,-0.0053,-0.1,0.4,Y,0.0,,85.0,85.0,2184.0,93.4,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
638,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2020,3,Parts per billion,No Events,2172,98.0,0.0136,0.0,0.5,Y,0.0,,92.0,92.0,2208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
639,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2020,4,Parts per billion,No Events,2149,97.0,0.1074,0.0,1.0,Y,0.0,,91.0,91.0,2208.0,98.9,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
640,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2020,1,Parts per billion,No Events,87,96.0,0.0207,-0.1,0.2,Y,0.0,,87.0,87.0,91.0,95.6,96.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
641,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2020,2,Parts per billion,No Events,85,93.0,-0.0059,-0.1,0.1,Y,0.0,,85.0,85.0,91.0,93.4,93.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
642,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2020,3,Parts per billion,No Events,92,100.0,0.013,-0.1,0.2,Y,0.0,,92.0,92.0,92.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
643,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2020,4,Parts per billion,No Events,91,99.0,0.1088,-0.1,0.4,Y,0.0,,91.0,91.0,92.0,98.9,99.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
644,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2020,1,Parts per billion,No Events,682,94.0,0.0161,-0.1,0.4,Y,,,87.0,87.0,728.0,95.6,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
645,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2020,2,Parts per billion,No Events,687,94.0,-0.0047,-0.1,0.3,Y,,,85.0,85.0,728.0,93.4,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
646,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2020,3,Parts per billion,No Events,716,97.0,0.0109,0.0,0.3,Y,,,92.0,92.0,736.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
647,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,3-HR BLK AVG,Y,C,SO2 3-hour 1971,2020,4,Parts per billion,No Events,706,96.0,0.097,0.0,0.8,Y,,,91.0,91.0,736.0,98.9,99.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
648,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2020,1,Parts per billion,No Events,2084,95.0,0.0202,-0.1,1.1,Y,,,87.0,87.0,2184.0,95.6,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
649,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2020,2,Parts per billion,No Events,2098,96.0,-0.0053,-0.1,0.4,Y,,,85.0,85.0,2184.0,93.4,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
650,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2020,3,Parts per billion,No Events,2172,98.0,0.0136,0.0,0.5,Y,,,92.0,92.0,2208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
651,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 Annual 1971,2020,4,Parts per billion,No Events,2149,97.0,0.1074,0.0,1.0,Y,,,91.0,91.0,2208.0,98.9,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
652,36,041,0005,42401,5,43.44957,-74.51625,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2020,1,Parts per billion,No Events,25032,96.0,0.0211,0.0,1.7,Y,,,87.0,87.0,26208.0,95.6,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
653,36,041,0005,42401,5,43.44957,-74.51625,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2020,2,Parts per billion,No Events,25212,96.0,-0.0053,0.0,0.6,Y,,,85.0,85.0,26208.0,93.4,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
654,36,041,0005,42401,5,43.44957,-74.51625,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2020,3,Parts per billion,No Events,26078,98.0,0.0131,0.0,0.8,Y,,,92.0,92.0,26496.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
655,36,041,0005,42401,5,43.44957,-74.51625,WGS84,Sulfur dioxide,5 MINUTE,H,O,,2020,4,Parts per billion,No Events,25809,97.0,0.107,0.0,1.9,Y,,,91.0,91.0,26496.0,98.9,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-31
656,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2021,1,Parts per billion,No Events,2114,98.0,0.0699,0.0,0.6,Y,0.0,,90.0,90.0,2160.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-30
657,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2021,2,Parts per billion,No Events,2024,93.0,0.0286,-0.1,0.7,Y,0.0,,84.0,84.0,2184.0,92.3,97.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-30
658,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2021,3,Parts per billion,No Events,2168,98.0,0.0547,0.0,0.7,Y,0.0,,92.0,92.0,2208.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-04
659,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,1 HOUR,1,O,SO2 1-hour 2010,2021,4,Parts per billion,No Events,730,33.0,0.0962,0.0,0.5,N,0.0,,31.0,31.0,2208.0,33.7,34.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-12-01
660,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2021,1,Parts per billion,No Events,90,100.0,0.07,0.0,0.3,Y,0.0,,90.0,90.0,90.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-30
661,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2021,2,Parts per billion,No Events,84,92.0,0.0238,-0.1,0.3,Y,0.0,,84.0,84.0,91.0,92.3,92.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-10-30
662,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2021,3,Parts per billion,No Events,92,100.0,0.0489,0.0,0.3,Y,0.0,,92.0,92.0,92.0,100.0,100.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-11-04
663,36,041,0005,42401,1,43.44957,-74.51625,WGS84,Sulfur dioxide,24-HR BLK AVG,X,C,SO2 24-hour 1971,2021,4,Parts per billion,No Events,31,34.0,0.0968,0.0,0.2,N,0.0,,31.0,31.0,92.0,33.7,34.0,0768,New York State Department Of Environmental Conservation,PISECO LAKE,PISECO LAKE AIRPORT,New York,Hamilton,,,,,,2021-12-01
